campaign_id,headline,body_text,cta_text,unique_visitors,signatures,conversion_rate,traffic_source,cause_category,campaign_duration_days,launch_date,has_image,has_video
CAMP-2023-105,Tell the School Board: public schools Is Not for Sale,"Communities like ours have won before. With your signature, we can win again. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. This is not the first time Mayor Chen has ignored our community. In 1976, a similar proposal was stopped by grassroots action — just like this. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. Our children will inherit the consequences of this decision. Let's make sure they inherit the park — not the bypass road.",Tell City Council: Protect affordable housing,5238,1693,32.33,email,food_security,17,2025-06-06,True,False
CAMP-2023-106,Senator Torres Must Resign After the leaked memo,"If we do nothing, the bypass road will devastate our coastline within 8 days. This is not the first time Councillor Park has ignored our community. In 1988, a similar proposal was stopped by grassroots action — just like this. Independent experts warn that toxic dumping will cost the community an estimated $20M over the next decade. Our children will inherit the consequences of this decision. Let's make sure they inherit the park — not rate hikes. This is not the first time Councillor Park has ignored our community. In 1988, a similar proposal was stopped by grassroots action — just like this.",Sign the Petition,6153,851,13.84,organic,healthcare,10,2024-04-11,False,False
CAMP-2023-107,31312 Families Will Lose Their Homes. We Must Act.,"The proposed approve plan would affect the urban forest in the following ways. We have 51 days before the final decision is made. Your signature today could change everything. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. The impact on local families would be severe. 2141 residents have already signed a community letter — but Planning Board has not responded. Our children will inherit the consequences of this decision. Let's make sure they inherit our coastline — not toxic dumping. The impact on local families would be severe. 2141 residents have already signed a community letter — but Planning Board has not responded.",Join the Fight,4627,46,1.01,social,climate,19,2024-11-17,False,False
CAMP-2023-108,Governor Mills Must Resign After this decision,"We are calling on Director Walsh to reconsider the recent decision regarding public schools. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. This is not the first time Governor Mills has ignored our community. In 1997, a similar proposal was stopped by grassroots action — just like this. Independent experts warn that budget cuts will cost the community an estimated $6M over the next decade. Our children will inherit the consequences of this decision. Let's make sure they inherit the park — not rezoning. This is not the first time Governor Mills has ignored our community. In 1997, a similar proposal was stopped by grassroots action — just like this.",We Are 43385 Strong — Will You Join?,2192,355,16.21,email,housing,9,2025-02-22,True,False
CAMP-2023-109,Senator Torres Must Resign After this decision,"Every signature sends a message: our coastline is worth fighting for. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. The impact on local families would be severe. 3042 residents have already signed a community letter — but Director Walsh has not responded. This is not the first time Senator Torres has ignored our community. In 1977, a similar proposal was stopped by grassroots action — just like this.",Sign Now,10832,1067,9.85,social,transit,51,2024-04-10,True,True
CAMP-2023-110,Should City Council Be Allowed to rezone Our public schools?,"This is not about policy — it's about City Council choosing corporate interests over our families. The impact on local families would be severe. 3910 residents have already signed a community letter — but Mayor Chen has not responded. This is not the first time Councillor Park has ignored our community. In 1982, a similar proposal was stopped by grassroots action — just like this. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same.",Sign the Petition,8645,2747,31.79,email,housing,45,2025-02-23,True,False
CAMP-2023-111,A Petition for transit Reform,"If we do nothing, rezoning will devastate our river within 3 days. Our children will inherit the consequences of this decision. Let's make sure they inherit the urban forest — not the bypass road. Independent experts warn that the new dam will cost the community an estimated $6M over the next decade. Independent experts warn that the new dam will cost the community an estimated $6M over the next decade. Independent experts warn that the new dam will cost the community an estimated $6M over the next decade. Our children will inherit the consequences of this decision. Let's make sure they inherit the urban forest — not the bypass road.",Add Your Name,10527,210,2.0,paid,environment,12,2026-02-24,True,False
CAMP-2023-112,34847 Children Affected — And Director Walsh Is Silent,"Communities like ours have won before. With your signature, we can win again. The impact on local families would be severe. 2109 residents have already signed a community letter — but Director Walsh has not responded. This is not the first time Mayor Chen has ignored our community. In 2013, a similar proposal was stopped by grassroots action — just like this. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. The impact on local families would be severe. 2109 residents have already signed a community letter — but Director Walsh has not responded. The impact on local families would be severe. 2109 residents have already signed a community letter — but Director Walsh has not responded.",Deadline: March 24. Sign Today.,4115,802,19.5,email,civil_rights,11,2025-06-23,True,False
CAMP-2023-113,25484 Children Affected — And Mayor Chen Is Silent,"Despite 39659 letters and 39659 public comments, City Council is pushing ahead anyway. This is not the first time City Council has ignored our community. In 2016, a similar proposal was stopped by grassroots action — just like this. We have 59 days before the final decision is made. Your signature today could change everything. The impact on local families would be severe. 4785 residents have already signed a community letter — but Minister Davies has not responded. Our children will inherit the consequences of this decision. Let's make sure they inherit the green belt — not the bypass road.",Add Your Name,4143,207,5.01,social,education,44,2025-06-02,False,False
CAMP-2023-114,Last Chance to Stop rate hikes — Vote in 19 Days,"Mayor Chen has ignored our community for the last time. Our children will inherit the consequences of this decision. Let's make sure they inherit the community center — not rate hikes. We have 50 days before the final decision is made. Your signature today could change everything. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. The impact on local families would be severe. 3370 residents have already signed a community letter — but Councillor Park has not responded. We have 50 days before the final decision is made. Your signature today could change everything.",Sign the Petition,14931,1237,8.29,social,education,28,2025-05-14,True,False
CAMP-2023-115,Support the community center Conservation,"We are calling on Director Walsh to reconsider the recent decision regarding the urban forest. Our children will inherit the consequences of this decision. Let's make sure they inherit the park — not school closures. Our children will inherit the consequences of this decision. Let's make sure they inherit the park — not school closures. The impact on local families would be severe. 4033 residents have already signed a community letter — but Governor Mills has not responded. Independent experts warn that the bypass road will cost the community an estimated $18M over the next decade. This is not the first time Senator Torres has ignored our community. In 1971, a similar proposal was stopped by grassroots action — just like this.",Take Action,9370,46,0.5,social,environment,15,2025-05-28,False,True
CAMP-2023-116,15325 Children Affected — And City Council Is Silent,"Right now, Mayor Chen is moving forward with a plan that will destroy our coastline forever. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. Independent experts warn that toxic dumping will cost the community an estimated $6M over the next decade. This is not the first time Governor Mills has ignored our community. In 2017, a similar proposal was stopped by grassroots action — just like this. We have 20 days before the final decision is made. Your signature today could change everything. We have 20 days before the final decision is made. Your signature today could change everything.",Sign Now,3163,130,4.11,social,food_security,41,2026-02-05,False,False
CAMP-2023-117,Should Planning Board Be Allowed to defund Our public schools?,"Right now, Mayor Chen is moving forward with a plan that will destroy the green belt forever. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. This is not the first time Governor Mills has ignored our community. In 1989, a similar proposal was stopped by grassroots action — just like this. Independent experts warn that budget cuts will cost the community an estimated $7M over the next decade. This is not the first time Governor Mills has ignored our community. In 1989, a similar proposal was stopped by grassroots action — just like this. We have 6 days before the final decision is made. Your signature today could change everything.",Add Your Voice to 48048 Others,7506,1074,14.31,paid,food_security,30,2026-01-05,False,False
CAMP-2023-118,Should Senator Torres Be Allowed to demolish Our our coastline?,"Our the urban forest is under immediate threat — and most people don't even know it yet. The impact on local families would be severe. 1482 residents have already signed a community letter — but City Council has not responded. We have 16 days before the final decision is made. Your signature today could change everything. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. We have 16 days before the final decision is made. Your signature today could change everything. This is not the first time Planning Board has ignored our community. In 1974, a similar proposal was stopped by grassroots action — just like this.",Add Your Voice to 38581 Others,10994,1058,9.63,email,environment,60,2026-03-11,False,False
CAMP-2023-119,7922 Families Will Lose Their Homes. We Must Act.,"The proposed defund plan would affect the park in the following ways. The impact on local families would be severe. 3486 residents have already signed a community letter — but Director Walsh has not responded. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same. Independent experts warn that the new dam will cost the community an estimated $10M over the next decade. Across the country, communities facing the same challenge have succeeded when they spoke up together. We can do the same.",Sign the Petition,5432,788,14.51,email,food_security,24,2024-06-07,True,False
